id,price
0,417.98429571839864
1,1740.5842722681423
2,9464.278919352628
3,549.236887516214
4,9045.669326094117
5,2532.0465901307275
6,1117.3627845979402
7,10294.985676627603
8,867.5348630320814
9,494.16150729483206
10,10176.039258220699
11,15360.298962723366
12,4229.147014086479
13,3855.792484360344
14,3214.695358241154
15,668.5251511629149
16,16727.580852095623
17,3483.2014785694287
18,2801.706438426731
19,7827.041821140173
20,9058.114584783205
21,16242.036558045489
22,4415.406642589338
23,5360.423124521612
24,2744.3720128530517
25,7334.36082420202
26,6515.087413338346
27,1053.0656143626754
28,922.9308836850854
29,4616.408159988057
30,9337.304397534612
31,517.9356610327392
32,4924.931667243242
33,1783.9322159886956
34,1994.8811333064648
35,759.5470341132149
36,1746.204283984878
37,7317.84376059981
38,4163.654934954202
39,16630.562332611273
40,1932.3372851711963
41,891.0938901975767
42,633.6888069849961
43,887.5811513258066
44,618.0592785297698
45,8016.231607962431
46,15092.061834863334
47,10531.334076481753
48,562.3712832164138
49,729.2558282114035
50,10747.760637912272
51,3420.141120645438
52,2399.5448201113163
53,3863.801089016059
54,5019.958775831277
55,2130.8479977846787
56,4667.436354482248
57,1071.7942206723799
58,10323.453775004748
59,765.2257352466602
60,4916.751148556448
61,5308.820716759314
62,720.5038751050841
63,3835.739653804082
64,5285.657736447482
65,6376.839506065213
66,10197.717638324837
67,2129.9682396158523
68,8741.258284074725
69,5019.958775831277
70,9739.945922162196
71,7048.349014131176
72,5099.629404269655
73,4550.279279652593
74,1511.2059205738667
75,2966.3323227363335
76,5091.2805813906125
77,4517.356315785065
78,460.78385710890666
79,924.716214057862
80,892.1404708932246
81,2151.6158430507385
82,570.9117208540414
83,3987.3020970177818
84,3106.6035782291024
85,5951.2126209189755
86,3497.174358169367
87,2309.858180840617
88,1252.9959066941365
89,3473.585615491142
90,1507.2636067964595
91,719.4177788020548
92,517.1334257487904
93,8606.551810955561
94,667.8065659587214
95,859.3676672051911
96,4402.954545053589
97,5529.57375488613
98,2723.473507456029
99,5415.443170129178
100,2309.954444367053
101,3969.7061889106703
102,9995.819425280488
103,716.1506370923961
104,4874.905173613131
105,860.9975014342813
106,511.6059147438809
107,6478.114470018462
108,790.2432423159656
109,3497.174358169367
110,952.390136814802
111,5045.031514657364
112,829.2697612716426
113,811.9003559014409
114,1383.1649558175347
115,425.4698236282543
116,797.674748672411
117,668.5251511629149
118,4618.635604057204
119,1936.324750190329
120,1399.1222238793785
121,966.0378977050085
122,1018.7229482683038
123,13238.087915069998
124,585.180019534729
125,554.9191443129569
126,3297.4700968946227
127,4306.070206076126
128,1192.1070219987128
129,10905.36218369053
130,694.3880773698105
131,13063.608574933725
132,9428.058091706196
133,948.8051554993287
134,2752.6060694003927
135,1666.7338394251608
136,5163.468741649583
137,1426.1922999971425
138,3566.609604749266
139,1330.197618802847
140,742.0657777935955
141,5115.420555616326
142,759.5470341132149
143,528.2060204494617
144,4935.759425870437
145,957.2754143639688
146,6683.478096216275
147,8240.825083333244
148,4541.642081533554
149,17056.811140800502
150,3895.4359878042137
151,3296.701399097914
152,3160.678183917078
153,619.7714591420581
154,14742.3027361601
155,5120.753704941397
156,463.3354956472673
157,757.549329167921
158,1806.476013727771
159,800.8332594256071
160,654.3641886018145
161,2858.469614346376
162,12358.19948294707
163,1487.8076492197722
164,6702.22616255312
165,11573.764886064011
166,4280.116907138594
167,3020.4892361901884
168,458.9015904862188
169,937.2395269300929
170,380.1524074981623
171,4051.758979214088
172,980.669230242241
173,959.0650421756005
174,1213.57143341735
175,2972.496018796405
176,1915.3488524897518
177,10307.19305438057
178,503.86653598677873
179,4589.443980548587
180,515.7002138104057
181,1662.1812857537773
182,8862.262539066563
183,1016.461853185417
184,16626.913388668985
185,4843.136844735559
186,2599.0224797494984
187,2534.2425544021958
188,713.0029013005769
189,9084.727531971508
190,6375.5155728709315
191,2727.660904138288
192,6497.657534730848
193,2275.4579334708983
194,863.996121737561
195,3384.9067217702877
196,503.2859195614344
197,3603.0209738970552
198,437.0388030954448
199,841.6387661912548
200,4344.294376726369
201,5946.797421395658
202,5142.914174816136
203,12563.405413779568
204,1911.4657440884723
